,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1,0.0,155.49722218333335,118.59166666666668,135.4305555166667,105.836111115,100.44999999999999,75.58055555166666,106.011111115,103.736111115,150.44166666666666,163.23611115,58.00277778166667,0.07777777816666667,4.55,2.5083333333333333,2.372222221833333,4.491666666666666,1.5166666666666666,10.169444444833333,1.925,0.9527777781666666,0.9527777781666666,1.0305555551666667,4.666666666666667,42.93333333333333,62.513888885,42.93333333333333,107.586111115,107.64444444833335,154.50555551666667,105.75833333333334,107.586111115,106.18611111500002,106.86666666666666,121.975,4.55,105.19444444833333,121.56666666666668,104.786111115,105.11666666666666,107.586111115,118.20277781666667,117.79444448333334,130.025,117.26944448333334,117.96944448333333,88.336111115
2,155.75,0.0,49.46666666666667,29.361111115,86.138888885,128.99444448333333,81.78333333333333,59.383333333333326,61.152777781666664,115.90833333333333,94.11111111499999,101.28611111500001,155.8277778166667,151.99722218333335,157.03333333333333,156.89722218333333,153.72777781666667,155.90555551666665,164.71388884999996,156.275,154.99166666666665,154.97222218333334,154.89444448333333,157.5777778166667,191.5472221833333,209.41666666666666,191.33333333333334,256.99722218333335,257.03611115,303.9166666666667,255.1694444833333,256.99722218333335,255.57777781666667,256.2777778166667,271.38611115,151.99722218333335,254.58611114999997,270.9777778166667,254.17777781666666,254.52777781666666,256.99722218333335,267.32222218333334,266.91388885,279.1444444833333,266.38888885,267.08888885,237.45555551666666
3,118.55277781666666,47.775,0.0,27.708333333333332,48.961111115,91.79722221833333,44.60555555166667,22.205555551666667,23.95555555166667,78.73055555166667,46.64722221833333,64.10833333333333,118.63055551666666,114.81944444833333,119.85555551666667,119.71944448333332,116.55,118.72777781666667,127.53611115,119.09722218333334,117.79444448333334,117.79444448333334,117.71666666666668,120.39999999999999,154.36944448333335,172.23888885,154.13611115,219.81944448333334,219.85833333333332,266.71944448333335,217.99166666666667,219.81944448333334,218.39999999999998,219.10000000000002,234.20833333333331,114.81944444833333,217.40833333333333,233.8,217.0,217.35,219.81944448333334,230.14444448333336,229.73611115,241.96666666666667,229.21111115,229.91111115,200.27777781666668
4,135.21666666666667,27.397222218333333,28.952777781666665,0.0,65.625,108.461111115,61.25,38.849999999999994,40.619444448333326,95.39444444833335,73.59722221833334,80.75277778166665,135.29444448333334,131.48333333333335,136.51944448333333,136.38333333333335,133.19444448333334,135.39166666666665,144.18055551666666,135.76111115,134.45833333333334,134.43888885,134.36111115,137.04444448333334,171.03333333333333,188.90277781666666,170.79999999999998,236.46388885,236.52222218333335,283.3833333333334,234.65555551666665,236.46388885,235.06388885,235.74444448333335,250.85277781666667,131.48333333333335,234.07222218333334,250.44444448333334,233.66388885,233.99444448333335,236.46388885,246.78888885,246.4,258.61111115,245.875,246.55555551666666,216.92222218333333
5,105.388888885,85.22500000000001,48.319444448333336,65.15833333333333,0.0,44.411111115,31.42222221833333,34.358333333333334,31.674999999999997,70.75833333333333,92.963888885,50.925,105.46666666666668,101.65555555166667,106.69166666666666,106.55555555166667,103.36666666666666,105.563888885,114.35277778166667,105.93333333333332,104.63055555166666,104.611111115,104.53333333333332,107.21666666666667,141.20555551666666,159.075,140.97222218333332,206.63611115,206.69444448333334,253.55555551666666,204.82777781666667,206.63611115,205.23611115,205.91666666666669,221.02499999999998,101.65555555166667,204.24444448333333,220.61666666666665,203.83611115,204.16666666666666,206.63611115,216.96111115,216.57222218333334,228.7833333333333,216.0472221833333,216.72777781666667,187.09444448333332
6,100.061111115,128.04166666666666,91.13611111499999,107.99444444833334,44.43055555166667,0.0,52.636111115,75.91111111500001,74.686111115,50.088888885,110.15277778166666,46.063888885000004,100.138888885,96.32777778166667,101.36388888500001,101.22777778166667,98.038888885,100.236111115,109.025,100.60555555166667,99.30277778166666,99.28333333333333,99.20555555166668,101.888888885,135.87777781666668,146.88333333333335,135.64444448333333,201.30833333333334,201.36666666666665,248.22777781666667,199.5,201.30833333333334,199.90833333333333,200.58888885,215.69722218333334,96.32777778166667,198.91666666666669,215.28888885,198.50833333333333,198.83888885,201.30833333333334,211.63333333333333,211.24444448333335,223.4555555166667,210.71944448333332,211.4,181.76666666666668
7,75.13333333333334,81.08333333333334,44.17777778166666,61.01666666666666,31.402777781666668,52.655555551666666,0.0,31.57777778166667,29.32222221833333,89.13333333333334,88.82222221833334,20.66944444833333,75.211111115,71.4,76.43611111500002,76.30000000000001,73.111111115,75.30833333333332,84.09722221833333,75.67777778166666,74.375,74.35555555166667,74.27777778166667,76.961111115,110.95,128.81944448333334,110.71666666666667,176.38055551666667,176.43888885,223.29999999999998,174.55277781666666,176.38055551666667,174.98055551666667,175.66111115,190.76944448333336,71.4,173.98888885,190.36111115,173.5805555166667,173.91111115,176.38055551666667,186.7055555166667,186.31666666666666,198.52777781666668,185.79166666666669,186.47222218333332,156.83888885
8,105.563888885,59.461111115,22.555555551666664,39.39444444833333,34.086111114999994,75.01666666666665,31.597222218333332,0.0,5.483333333333333,61.95,67.2,51.1,105.64166666666665,101.83055555166666,106.86666666666666,106.73055555166665,103.54166666666667,105.73888888500001,114.52777778166666,106.10833333333333,104.80555555166667,104.786111115,104.70833333333333,107.39166666666667,141.38055551666667,159.25,141.14722218333333,206.81111115,206.86944448333335,253.73055551666667,205.00277781666668,206.81111115,205.41111115,206.09166666666667,221.2,101.83055555166666,204.41944448333334,220.79166666666669,204.01111115,204.3416666666667,206.81111115,217.13611115,216.74722218333335,228.95833333333334,216.22222218333334,216.90277781666666,187.26944448333333
9,103.13333333333334,61.347222218333336,24.441666666666666,41.280555551666666,31.655555551666666,74.25833333333333,29.166666666666668,5.658333333333333,0.0,61.19166666666667,69.08611111500001,48.66944444833333,103.211111115,99.4,104.436111115,104.3,101.111111115,103.288888885,112.09722221833334,103.67777778166666,102.375,102.35555555166665,102.27777778166666,104.961111115,138.93055551666666,156.8,138.71666666666667,204.38055551666665,204.41944448333334,251.3,202.55277781666666,204.38055551666665,202.96111115,203.66111115,218.76944448333333,99.4,201.96944448333332,218.36111115,201.56111115,201.91111115,204.38055551666665,214.7055555166667,214.2972221833333,226.52777781666668,213.77222218333333,214.47222218333332,184.83888885
10,150.05277781666666,114.80000000000001,77.89444444833335,94.73333333333333,70.68055555166666,50.069444448333336,90.49444444833334,62.66944444833334,61.83333333333333,0.0,74.66666666666667,96.05555555166667,150.13055551666667,146.31944448333334,151.35555551666667,151.21944448333332,148.03055551666668,150.22777781666667,159.01666666666668,150.59722218333334,149.29444448333334,149.27499999999998,149.19722218333334,151.88055551666665,184.99444448333335,159.1722221833333,184.975,250.03611115,250.075,296.9555555166667,248.22777781666667,250.03611115,248.61666666666667,249.31666666666666,264.425,146.31944448333334,247.64444448333336,264.0166666666667,247.21666666666667,247.56666666666666,250.03611115,234.05277781666666,233.64444448333333,245.875,233.11944448333335,233.81944448333334,204.18611115
