,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1,0.0,46.744444448333326,69.02777778166666,113.82777778166667,102.39444444833335,153.55277781666666,166.09444448333335,119.11666666666666,78.4,57.711111115,64.80833333333334,34.027777781666664,56.36944444833333,92.76944444833333,118.04722218333333,86.35277778166667,72.11944444833333,88.62777778166665,27.494444448333333,27.494444448333333,39.91944444833333,41.45555555166666,72.54722221833335,12.425,11.063888888499998,13.805555551666668,17.169444448333333
2,45.5,0.0,101.986111115,133.85555551666667,122.42222218333333,173.5805555166667,186.12222218333335,139.14444448333333,89.17222221833333,68.48333333333333,75.58055555166666,41.45555555166666,40.386111115000006,103.54166666666667,128.81944448333334,97.125,82.89166666666667,99.4,60.43333333333333,60.43333333333333,72.87777778166667,74.41388888499999,82.96944444833333,37.17777778166666,37.333333333333336,39.49166666666667,30.625
3,65.138888885,100.39166666666667,0.0,118.72777781666667,100.29444444833332,158.4527778166667,170.99444448333335,124.01666666666667,109.511111115,90.33888888499999,101.461111115,77.875,100.21666666666668,134.82777781666667,158.7833333333333,128.41111114999998,114.78055555166667,131.28888884999998,42.07777778166666,42.07777778166666,31.363888884999998,31.461111114999998,116.39444444833335,67.763888885,67.25833333333333,66.22777778166667,70.81666666666666
4,113.20555555166668,133.71944448333335,118.55277781666666,0.0,44.60555555166667,42.563888885,53.161111115,6.008333333333334,182.77777781666668,162.06944448333334,169.16666666666666,138.40555551666668,155.22500000000002,197.14722218333335,222.425,190.73055551666667,176.47777781666667,192.98611115000003,131.85277781666667,131.85277781666667,144.29722218333336,145.79444448333334,176.90555551666668,111.24166666666666,111.39722221833333,113.55555555166667,104.688888885
5,101.75277778166665,122.28611115,100.11944444833333,44.586111115,0.0,58.838888885,81.08333333333334,49.875,171.34444448333332,150.63611114999998,157.73333333333332,126.95277781666667,143.79166666666666,185.71388885,210.97222218333332,179.2972221833333,165.04444448333334,181.55277781666666,120.41944448333334,120.41944448333334,127.24444448333333,127.34166666666668,165.47222218333334,99.80833333333334,99.96388888499999,102.12222221833333,93.25555555166666
6,152.98888885,173.50277781666665,158.33611114999997,42.563888885,58.838888885,0.0,23.469444448333334,39.725,222.56111115000002,201.85277781666667,208.95,178.18888885,195.00833333333335,236.93055551666666,262.2083333333333,230.51388885,216.26111114999998,232.76944448333333,171.63611115,171.63611115,184.0805555166667,185.57777781666667,216.68888884999998,151.02499999999998,151.18055551666666,153.33888885,144.47222218333334
7,165.53055551666668,186.06388884999998,170.87777781666665,53.161111115,81.08333333333334,23.469444448333334,0.0,49.972222218333336,235.10277781666667,214.41388885,221.51111115,190.73055551666667,207.56944448333334,249.47222218333332,274.75,243.05555551666666,228.82222218333334,245.3305555166667,184.19722218333334,184.19722218333334,196.62222218333335,198.11944448333335,229.25,163.56666666666666,163.74166666666665,165.89999999999998,157.03333333333333
8,118.49444448333333,139.00833333333333,123.84166666666667,5.988888888500001,49.89444444833333,39.744444448333326,49.972222218333336,0.0,188.06666666666666,167.35833333333332,174.45555551666666,143.6944444833333,160.51388885,202.43611115,227.71388885,196.01944448333333,181.76666666666668,198.275,137.14166666666668,137.14166666666668,149.58611114999997,151.08333333333331,182.19444448333334,116.53055555166667,116.68611115,118.84444448333332,109.97777778166667
9,77.07777778166667,89.30833333333334,109.29722221833333,183.01111114999998,171.5777778166667,222.73611115,235.2972221833333,188.31944448333334,0.0,22.341666666666665,19.25,52.5,77.60277778166667,37.64444444833334,62.31944444833333,29.380555551666667,45.05277778166667,49.622222218333334,81.64722221833333,81.64722221833333,78.73055555166667,80.26666666666667,69.65,78.92500000000001,78.41944444833332,74.2,79.48888888500001
10,56.44722221833334,68.67777778166668,90.39722221833333,162.38055551666665,150.94722218333334,202.10555551666667,214.64722218333335,167.6694444833333,22.594444448333334,0.0,11.822222218333334,31.869444448333333,56.972222218333336,45.188888885,69.14444444833333,38.77222221833333,25.122222218333334,41.63055555166667,61.01666666666666,61.01666666666666,59.83055555166666,61.988888885,49.01944444833333,58.29444444833334,57.78888888499999,53.56944444833333,58.85833333333334
11,64.69166666666666,76.90277778166666,101.51944444833333,170.625,159.19166666666666,210.35000000000002,222.89166666666668,175.91388885,19.502777781666666,11.802777781666668,0.0,40.113888885,65.19722221833334,34.63055555166667,58.625,28.213888885,27.494444448333333,38.42222221833334,69.261111115,69.261111115,70.95277778166665,73.111111115,57.26388888500001,66.51944444833333,66.03333333333333,61.813888885000004,67.10277778166666
12,33.67777778166666,41.650000000000006,79.80000000000001,139.125,127.69166666666666,178.85000000000002,191.39166666666668,144.41388885,52.51944444833333,31.811111115,38.92777778166667,0.0,29.944444448333336,66.888888885,92.16666666666667,60.472222218333336,46.238888885,62.747222218333334,38.24722221833333,38.24722221833333,50.69166666666667,52.22777778166666,42.79722221833334,35.311111115,34.825,30.8,35.89444444833333
13,55.92222221833334,40.405555551666666,102.025,155.26388885,143.83055551666666,194.98888885000002,207.55,160.57222218333334,76.94166666666666,56.233333333333334,63.349999999999994,29.225,0.0,91.311111115,116.58888888499999,84.89444444833335,70.661111115,87.16944444833332,60.49166666666667,60.49166666666667,72.91666666666667,74.45277778166667,70.73888888500001,57.536111115,57.05,53.04444444833333,52.05277778166667
14,92.05000000000001,104.26111111499999,135.45,197.98333333333332,186.55,237.70833333333334,250.25,203.27222218333333,37.722222218333336,45.752777781666666,36.41944444833333,67.47222221833333,92.55555555166666,0.0,25.997222218333338,24.227777781666667,45.402777781666664,46.39444444833334,96.61944444833334,96.61944444833334,104.90277778166667,107.04166666666666,78.57499999999999,93.87777778166665,93.39166666666667,89.17222221833333,94.461111115
15,117.34722218333334,129.55833333333334,158.95833333333334,223.28055551666665,211.84722218333334,263.0055555166667,275.5472221833333,228.56944448333334,62.24166666666667,69.261111115,58.780555551666666,92.76944444833333,117.85277781666667,26.01666666666667,0.0,35.60277778166667,52.655555551666666,53.62777778166667,121.91666666666667,121.91666666666667,128.41111114999998,130.55,85.82777778166667,119.17500000000001,118.68888885,114.46944444833333,119.75833333333334
16,84.85555555166665,97.06666666666666,128.275,190.78888885,179.35555551666667,230.51388885,243.05555551666666,196.07777781666667,29.380555551666667,38.55833333333333,28.369444448333336,60.277777781666664,85.36111111499999,24.188888885,35.661111115000004,0.0,23.897222218333333,24.888888884999997,89.42500000000001,89.42500000000001,97.70833333333333,99.86666666666666,57.069444448333336,86.70277778166667,86.19722221833334,81.97777778166667,87.26666666666667
17,71.41944444833334,83.63055555166667,114.838888885,177.35277781666667,165.9194444833333,217.0777778166667,229.61944448333335,182.64166666666668,45.188888885,25.122222218333334,27.494444448333333,46.84166666666667,71.92500000000001,45.38333333333333,52.51944444833333,23.936111115,0.0,21.388888884999997,75.98888888500001,75.98888888500001,84.27222221833333,86.43055555166667,35.81666666666666,73.24722221833333,72.76111111499999,68.54166666666666,73.83055555166666
18,87.888888885,100.1,131.30833333333334,193.82222218333334,182.38888885,233.5472221833333,246.08888885,199.11111115,49.836111115,41.611111115,38.402777781666664,63.311111114999996,88.39444444833333,46.35555555166667,53.49166666666667,24.888888884999997,21.388888884999997,0.0,92.45833333333333,92.45833333333333,100.74166666666666,102.89999999999999,54.541666666666664,89.71666666666667,89.23055555166665,85.011111115,90.3
