,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,0,9.85,12.4,3.383333333,9.133333333,13.25,61.26666667,83.75,104.0833333,62.28333333,186.1666667,120.15,166.4666667,50.85,60.86666667,19.83333333,29.86666667,43.35,17.46666667,54.85,67.95,50.91666667,31.21666667,85.26666667,75.18333333,138.25,17.91666667,35.06666667
2,10.33333333,0,9.766666667,6.816666667,14.4,9.466666667,58.26666667,80.75,101.0833333,59.28333333,183.1666667,117.15,163.4666667,47.85,57.86666667,17.11666667,26.86666667,40.33333333,14.45,61.06666667,74.16666667,57.13333333,37.43333333,91.43333333,81.33333333,144.4166667,24.13333333,39.43333333
3,11.43333333,10.01666667,0,10.78333333,16.43333333,10.23333333,57.21666667,79.7,100.0333333,58.23333333,182.1166667,116.1,162.4166667,41.46666667,52.38333333,8.916666667,25.81666667,39.3,13.41666667,62.15,75.25,58.21666667,38.51666667,92.56666667,82.48333333,145.55,23.38333333,42.36666667
4,3.833333333,6.7,10.61666667,0,9.033333333,11.46666667,59.48333333,81.98333333,102.3,60.5,184.3833333,118.3666667,164.6833333,49.06666667,59.08333333,18.05,28.08333333,41.56666667,15.68333333,56.7,69.78333333,52.75,33.05,87.1,77.01666667,140.0833333,19.75,36.9
5,10.23333333,14.6,17.48333333,9.466666667,0,18.35,66.36666667,88.85,109.1833333,67.36666667,191.2666667,125.25,171.5666667,55.93333333,65.96666667,24.91666667,34.96666667,48.43333333,22.55,52.98333333,66.08333333,49.05,29.35,83.4,73.31666667,136.3666667,16.05,31.6
6,11.9,9.333333333,10.21666667,11.25,16.91666667,0,54.28333333,76.76666667,97.1,55.3,179.1833333,113.1666667,159.4833333,43.86666667,53.88333333,13.7,22.88333333,36.35,9.5,61.33333333,74.65,57.31666667,37.93333333,91.08333333,80.98333333,144.0666667,18.85,39.1
7,60.76666667,59.06666667,59.05,60.11666667,65.78333333,54.5,0,24.38333333,44.71666667,1.3,126.8,60.78333333,107.1,62.9,75.01666667,56.78333333,37.18333333,22.43333333,47.86666667,91.33333333,90.48333333,87.4,67.7,117.7666667,105.7166667,137.5333333,63.26666667,83.5
8,81.86666667,80.18333333,80.16666667,81.21666667,86.88333333,75.61666667,23.35,0,22.15,23.43333333,104.2333333,38.21666667,84.53333333,75.68333333,86.33333333,77.9,58.28333333,43.55,68.96666667,112.45,111.1333333,108.5,88.8,135.3666667,124.0833333,153.4833333,84.36666667,104.6
9,102.9833333,101.2833333,101.2666667,102.3333333,107.9833333,96.71666667,44.45,21.68333333,0,44.53333333,86.21666667,20.2,66.51666667,96.93333333,107.5833333,99,79.4,64.65,90.06666667,133.55,132.2333333,129.6166667,109.9166667,156.4666667,145.2,174.5833333,105.4666667,125.7166667
10,61.75,60.06666667,60.05,61.1,66.76666667,55.48333333,1.3,24.46666667,44.8,0,126.8833333,60.86666667,107.1833333,63.9,76.01666667,57.78333333,38.16666667,23.43333333,48.85,92.33333333,91.48333333,88.38333333,68.68333333,118.75,106.7,137.6333333,64.25,84.48333333
11,182.8333333,181.15,181.1333333,182.1833333,187.85,176.5666667,124.3166667,101.5333333,83.83333333,124.4,0,66,21.75,176.7833333,171.8166667,178.8666667,159.25,144.5166667,169.9333333,213.4166667,212.1,209.4666667,189.7666667,236.3333333,225.05,254.45,185.3333333,205.5666667
12,119.1333333,117.4333333,117.4166667,118.4666667,124.1333333,112.8666667,60.6,37.81666667,20.11666667,60.68333333,66.01666667,0,46.31666667,113.0833333,123.7333333,115.15,95.55,80.8,106.2166667,149.7,148.3833333,145.75,126.0666667,172.6166667,161.35,190.7333333,121.6166667,141.85
13,163.2166667,161.5166667,161.5166667,162.5666667,168.2333333,156.95,104.6833333,81.91666667,64.21666667,104.7833333,21.76666667,46.38333333,0,157.1666667,150.0666667,159.2333333,139.6333333,124.9,150.3166667,193.7833333,192.4833333,189.85,170.15,216.7,205.4333333,234.8166667,165.7166667,185.95
14,49.43333333,47.73333333,41.38333333,48.78333333,54.43333333,43.16666667,61.33333333,75.68333333,96.93333333,62.35,179.0166667,113,159.3166667,0,19.85,33.18333333,29.56666667,43.41666667,36.53333333,82.35,93.83333333,78.41666667,58.71666667,112.7666667,102.6833333,164.1333333,51.91666667,72.16666667
15,60,58.3,52.7,59.35,65.01666667,53.73333333,73.68333333,86.31666667,107.5666667,74.68333333,171.6666667,123.6333333,149.9,19.4,0,44.5,41.91666667,55.75,47.1,94.7,106.1666667,90.75,71.05,125.1166667,115.0166667,176.4666667,62.5,82.73333333
16,18.43333333,17.03333333,8.85,17.78333333,23.45,13.66666667,55.35,77.83333333,98.16666667,56.36666667,180.25,114.2333333,160.55,33.13333333,44.05,0,23.95,37.43333333,11.55,63.98333333,77.31666667,59.98333333,40.58333333,93.73333333,83.65,146.7333333,21.51666667,41.75
17,28.35,26.65,26.65,27.7,33.36666667,22.08333333,37.38333333,59.88333333,80.21666667,38.4,162.2833333,96.26666667,142.5833333,29.53333333,41.65,24.36666667,0,19.46666667,15.45,54.61666667,66.1,50.68333333,30.98333333,85.03333333,74.95,136.4,30.85,51.08333333
18,42.85,41.16666667,41.15,42.2,47.86666667,36.6,20.81666667,43.3,63.63333333,21.83333333,145.7166667,79.7,126.0166667,45,57.11666667,38.88333333,19.26666667,0,29.95,73.43333333,82.3,69.48333333,49.78333333,103.8333333,93.75,145.6333333,45.35,65.58333333
19,15.48333333,13.78333333,13.78333333,14.83333333,20.5,9.216666667,47.71666667,70.21666667,90.53333333,48.73333333,172.6166667,106.6,152.9166667,37.3,47.31666667,11.5,16.31666667,29.8,0,60.45,73.78333333,56.43333333,37.05,90.2,80.11666667,143.2,17.98333333,38.21666667
20,57.1,60.75,63.28333333,57.23333333,53.9,61.91666667,92.63333333,115.1333333,135.45,93.65,217.5333333,151.5166667,197.8333333,83.38333333,95.5,65.41666667,55.7,74.71666667,62.48333333,0,33.88333333,5.6,24.23333333,37.31666667,27.23333333,90.31666667,48.18333333,33.18333333
