,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,0.0,11.491666666666665,14.466666666666667,3.9472222218333335,10.655555555166666,15.458333333333332,71.47777778166666,97.70833333333333,121.43055551666667,72.66388888499999,217.19444448333334,140.17499999999998,194.21111115,59.325,71.011111115,23.138888885,34.844444448333334,50.575,20.377777781666666,63.99166666666667,79.275,59.402777781666664,36.41944444833333,99.47777778166667,87.713888885,161.29166666666666,20.902777781666668,40.911111115
2,12.055555551666666,0.0,11.394444444833335,7.952777778166666,16.8,11.044444444833333,67.97777778166667,94.20833333333334,117.93055551666669,69.163888885,213.69444448333334,136.675,190.71111115,55.824999999999996,67.511111115,19.969444448333334,31.344444448333334,47.05555555166667,16.85833333333333,71.24444444833333,86.52777778166667,66.65555555166667,43.67222221833334,106.67222221833333,94.888888885,168.48611115,28.155555551666666,46.00555555166667
3,13.338888885,11.686111115,0.0,12.580555551666667,19.172222218333335,11.938888885,66.75277778166667,92.98333333333333,116.70555551666666,67.938888885,212.46944448333332,135.45,189.48611115,48.377777781666666,61.113888885,10.402777778166667,30.119444448333333,45.849999999999994,15.652777781666666,72.50833333333334,87.79166666666667,67.91944444833334,44.936111115,107.99444444833334,96.23055555166667,169.80833333333337,27.280555551666666,49.42777778166667
4,4.472222221833334,7.816666666666666,12.386111115000002,0.0,10.5388888885,13.377777781666667,69.39722221833333,95.64722221833333,119.35,70.58333333333333,215.11388885000002,138.09444448333335,192.13055551666665,57.244444448333326,68.93055555166667,21.058333333333334,32.763888885,48.494444448333326,18.29722221833333,66.15,81.413888885,61.541666666666664,38.55833333333333,101.61666666666666,89.85277778166667,163.43055551666666,23.041666666666668,43.05
5,11.938888885,17.03333333333333,20.397222218333336,11.044444444833333,0.0,21.408333333333335,77.42777778166666,103.65833333333333,127.38055551666666,78.59444444833333,223.14444448333333,146.125,200.16111115,65.25555555166667,76.961111115,29.069444448333336,40.79444444833334,56.505555551666674,26.308333333333334,61.813888885000004,77.09722221833334,57.225,34.24166666666667,97.30000000000001,85.53611111500001,159.09444448333335,18.725,36.866666666666674
6,13.883333333333333,10.8888888885,11.919444448333333,13.125,19.736111115,0.0,63.33055555166666,89.56111111500002,113.28333333333332,64.51666666666667,209.0472221833333,132.02777781666666,186.06388884999998,51.17777778166667,62.863888884999994,15.983333333333333,26.697222218333334,42.40833333333333,11.083333333333332,71.55555555166667,87.09166666666668,66.86944444833333,44.25555555166667,106.263888885,94.48055555166665,168.07777781666667,21.99166666666667,45.616666666666674
7,70.89444444833333,68.911111115,68.89166666666667,70.136111115,76.74722221833335,63.583333333333336,0.0,28.44722221833333,52.16944444833334,1.5166666666666666,147.93333333333334,70.913888885,124.94999999999999,73.38333333333334,87.51944444833333,66.24722221833333,43.380555551666674,26.17222221833333,55.844444448333334,106.55555555166667,105.563888885,101.96666666666667,78.98333333333333,137.39444448333333,123.33611115000001,160.4555555166667,73.811111115,97.41666666666666
8,95.51111111499999,93.54722221833333,93.52777778166666,94.75277778166667,101.36388888500001,88.21944444833333,27.24166666666667,0.0,25.841666666666665,27.338888885,121.60555551666667,44.586111115,98.62222221833335,88.29722221833333,100.72222221833333,90.88333333333334,67.99722221833333,50.80833333333333,80.461111115,131.19166666666666,129.65555551666668,126.58333333333333,103.6,157.92777781666666,144.76388885,179.06388885,98.42777778166666,122.03333333333332
9,120.14722218333334,118.16388884999999,118.14444448333334,119.38888885,125.98055551666667,112.836111115,51.858333333333334,25.29722221833333,0.0,51.95555555166667,100.586111115,23.566666666666666,77.60277778166667,113.08888888499999,125.51388885,115.5,92.63333333333334,75.42500000000001,105.07777778166667,155.80833333333334,154.27222218333333,151.21944448333332,128.23611115,182.54444448333334,169.4,203.68055551666666,123.04444448333335,146.66944448333336
10,72.04166666666666,70.07777778166667,70.05833333333332,71.28333333333333,77.89444444833335,64.73055555166667,1.5166666666666666,28.54444444833333,52.26666666666666,0.0,148.03055551666668,71.011111115,125.04722218333335,74.55,88.68611111500002,67.413888885,44.527777781666664,27.338888885,56.99166666666667,107.72222221833334,106.73055555166665,103.113888885,80.13055555166666,138.54166666666669,124.48333333333333,160.57222218333334,74.95833333333333,98.56388888499998
11,213.30555551666666,211.34166666666667,211.32222218333334,212.54722218333333,219.15833333333333,205.99444448333335,145.03611115,118.45555551666666,97.80555555166667,145.13333333333333,0.0,77.0,25.375,206.24722218333332,200.45277781666667,208.67777781666666,185.79166666666669,168.60277781666667,198.25555551666667,248.98611115,247.45,244.37777781666668,221.39444448333336,275.7222221833333,262.55833333333334,296.8583333333333,216.22222218333334,239.82777781666667
12,138.98888885000002,137.00555551666667,136.98611115,138.21111115,144.82222218333334,131.67777781666666,70.7,44.119444448333326,23.469444448333334,70.79722221833333,77.01944444833335,0.0,54.036111115,131.9305555166667,144.35555551666667,134.34166666666667,111.47500000000001,94.26666666666667,123.91944448333334,174.64999999999998,173.11388885000002,170.04166666666666,147.07777781666667,201.38611115,188.24166666666665,222.52222218333333,141.88611114999998,165.49166666666667
13,190.41944448333334,188.43611115,188.43611115,189.66111115000004,196.27222218333333,183.10833333333332,122.13055551666667,95.56944444833334,74.91944444833332,122.24722218333332,25.39444444833333,54.113888884999994,0.0,183.36111115,175.0777778166667,185.77222218333333,162.90555551666668,145.71666666666667,175.36944448333335,226.0805555166667,224.56388885,221.49166666666667,198.50833333333333,252.81666666666663,239.6722221833333,273.9527778166667,193.33611114999997,216.94166666666666
14,57.67222221833334,55.688888885,48.280555551666666,56.913888885,63.50555555166667,50.361111115,71.55555555166667,88.29722221833333,113.08888888499999,72.74166666666667,208.85277781666667,131.83333333333334,185.86944448333335,0.0,23.158333333333335,38.713888885,34.49444444833333,50.652777781666664,42.62222221833333,96.07499999999999,109.47222221833333,91.486111115,68.50277778166667,131.56111115000002,119.79722218333333,191.48888885,60.56944444833333,84.19444444833333
15,70.0,68.01666666666667,61.48333333333334,69.24166666666666,75.85277778166667,62.688888885,85.96388888499999,100.70277778166667,125.49444448333334,87.13055555166666,200.27777781666668,144.23888885,174.88333333333335,22.633333333333333,0.0,51.91666666666667,48.902777781666664,65.04166666666667,54.95,110.48333333333333,123.86111115,105.875,82.89166666666667,145.96944448333335,134.18611115,205.87777781666665,72.91666666666667,96.52222221833333
16,21.505555551666667,19.872222218333334,10.325,20.747222218333334,27.35833333333333,15.944444448333334,64.575,90.80555555166667,114.52777778166666,65.76111111499999,210.29166666666669,133.27222218333333,187.30833333333337,38.655555551666666,51.391666666666666,0.0,27.941666666666666,43.67222221833334,13.475,74.64722221833333,90.20277778166667,69.98055555166667,47.347222218333336,109.35555555166667,97.59166666666667,171.18888884999998,25.102777781666667,48.70833333333333
17,33.075,31.091666666666665,31.091666666666665,32.31666666666667,38.92777778166667,25.763888884999997,43.613888885,69.86388888500001,93.586111115,44.800000000000004,189.33055551666666,112.311111115,166.34722218333332,34.45555555166667,48.59166666666666,28.42777778166667,0.0,22.711111114999998,18.025000000000002,63.719444448333334,77.11666666666666,59.13055555166667,36.14722221833333,99.20555555166668,87.44166666666668,159.13333333333333,35.99166666666667,59.597222218333336
