,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0,40.06666667,59.16666667,97.56666667,87.76666667,67.2,49.46666667,55.55,29.16666667,79.51666667,101.1833333,74.01666667,61.81666667,75.96666667,23.56666667,34.21666667,62.18333333,9.483333333,11.83333333,14.71666667
2,39,0,87.41666667,114.7333333,104.9333333,76.43333333,58.7,64.78333333,35.53333333,88.75,110.4166667,83.25,71.05,85.2,51.8,62.46666667,71.11666667,32,33.85,26.25
3,55.83333333,86.05,0,101.7666667,85.96666667,93.86666667,77.43333333,86.96666667,66.75,115.5666667,136.1,110.0666667,98.38333333,112.5333333,36.06666667,26.88333333,99.76666667,57.65,56.76666667,60.7
4,97.03333333,114.6166667,101.6166667,0,38.23333333,156.6666667,138.9166667,145,118.6333333,168.9833333,190.65,163.4833333,151.2666667,165.4166667,113.0166667,123.6833333,151.6333333,95.48333333,97.33333333,89.73333333
5,87.21666667,104.8166667,85.81666667,38.21666667,0,146.8666667,129.1166667,135.2,108.8166667,159.1833333,180.8333333,153.6833333,141.4666667,155.6166667,103.2166667,109.0666667,141.8333333,85.68333333,87.53333333,79.93333333
6,66.06666667,76.55,93.68333333,156.8666667,147.0666667,0,19.15,16.5,45,32.26666667,53.41666667,25.18333333,38.61666667,42.53333333,69.98333333,67.48333333,59.7,67.21666667,63.6,68.13333333
7,48.38333333,58.86666667,77.48333333,139.1833333,129.3833333,19.36666667,0,10.13333333,27.31666667,38.73333333,59.26666667,33.23333333,21.53333333,35.68333333,52.3,51.28333333,42.01666667,49.53333333,45.91666667,50.45
8,55.45,65.91666667,87.01666667,146.25,136.45,16.71666667,10.11666667,0,34.38333333,29.68333333,50.25,24.18333333,23.56666667,32.93333333,59.36666667,60.81666667,49.08333333,56.6,52.98333333,57.51666667
9,28.86666667,35.7,68.4,119.25,109.45,45.01666667,27.26666667,33.36666667,0,57.33333333,79,51.83333333,39.63333333,53.78333333,32.78333333,43.45,36.68333333,29.85,26.4,30.76666667
10,78.9,89.36666667,116.1,169.7,159.9,32.33333333,39.21666667,31.21666667,57.83333333,0,22.28333333,20.76666667,38.91666667,39.76666667,82.81666667,89.91666667,67.35,80.05,76.43333333,80.96666667
11,100.5833333,111.05,136.25,191.3833333,181.5833333,53.35,59.36666667,50.38333333,79.51666667,22.3,0,30.51666667,45.13333333,45.96666667,104.5,110.0666667,73.56666667,101.7333333,98.11666667,102.65
12,72.73333333,83.2,109.95,163.5333333,153.7333333,25.18333333,33.05,24.31666667,51.66666667,20.73333333,30.56666667,0,20.48333333,21.33333333,76.65,83.75,48.91666667,73.88333333,70.26666667,74.8
13,61.21666667,71.68333333,98.43333333,152.0166667,142.2166667,38.73333333,21.53333333,23.56666667,40.15,38.9,45.01666667,20.51666667,0,18.33333333,65.13333333,72.23333333,30.7,62.36666667,58.75,63.28333333
14,75.33333333,85.8,112.55,166.1333333,156.3333333,42.71666667,35.66666667,32.91666667,54.26666667,39.73333333,45.85,21.33333333,18.33333333,0,79.25,86.35,46.75,76.48333333,72.86666667,77.4
15,20.31666667,50.53333333,36.15,111.1166667,101.3166667,69.28333333,51.53333333,57.61666667,31.23333333,81.58333333,103.25,76.1,63.88333333,78.03333333,0,16.4,64.25,22.15,21.25,25.18333333
16,31.81666667,62.03333333,26.9,122.6166667,109.1,67.68333333,51.25,60.78333333,42.73333333,89.38333333,109.9166667,83.88333333,72.2,86.35,16.36666667,0,75.75,33.65,32.75,36.68333333
17,61.46666667,71.25,101,152.2666667,142.4666667,59.73333333,41.98333333,48.06666667,36.7,67.31666667,73.43333333,48.93333333,30.68333333,46.76666667,65.38333333,76.05,0,62.61666667,59,63.53333333
18,8.3,31.81666667,59.05,95.4,85.6,67.08333333,49.33333333,55.41666667,29.03333333,79.4,101.0666667,73.9,61.68333333,75.83333333,23.45,34.1,62.05,0,5.566666667,6.483333333
19,10.78333333,33.71666667,58.01666667,97.28333333,87.48333333,63.51666667,45.76666667,51.86666667,25.48333333,75.83333333,97.5,70.33333333,58.13333333,72.28333333,22.41666667,33.06666667,58.5,5.583333333,0,8.366666667
20,13.55,26.15,61.96666667,89.73333333,79.93333333,67.95,50.2,56.3,29.91666667,80.26666667,101.9333333,74.76666667,62.56666667,76.71666667,26.35,37.01666667,62.93333333,6.55,8.4,0
