,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1,0,9.85,12.4,3.383333333,9.133333333,13.25,61.26666667,83.75,62.28333333,186.1833333,166.4833333,50.85,19.83333333,29.86666667,43.35,17.46666667,54.85,57.8,55.18333333,86.43333333,50.91666667,47.16666667,87.26666667,31.21666667,85.26666667,75.18333333,138.25,17.91666667,35.06666667
2,10.33333333,0,9.766666667,6.816666667,14.4,9.466666667,58.26666667,80.75,59.28333333,183.1666667,163.4666667,47.85,17.11666667,26.86666667,40.33333333,14.45,61.06666667,62.16666667,61.4,92.65,57.13333333,51.53333333,93.46666667,37.43333333,91.43333333,81.33333333,144.4166667,24.13333333,39.43333333
3,11.43333333,10.01666667,0,10.78333333,16.43333333,10.23333333,57.21666667,79.7,58.23333333,182.1166667,162.4166667,41.46666667,8.916666667,25.81666667,39.3,13.41666667,62.15,65.1,62.48333333,93.73333333,58.21666667,54.46666667,94.56666667,38.51666667,92.56666667,82.48333333,145.55,23.38333333,42.36666667
4,3.833333333,6.7,10.61666667,0,9.033333333,11.46666667,59.48333333,81.98333333,60.5,184.4,164.7,49.06666667,18.05,28.08333333,41.56666667,15.68333333,56.7,59.63333333,57.01666667,88.26666667,52.75,49,89.1,33.05,87.1,77.01666667,140.0833333,19.75,36.9
5,10.23333333,14.6,17.48333333,9.466666667,0,18.35,66.36666667,88.85,67.36666667,191.2666667,171.5666667,55.93333333,24.91666667,34.96666667,48.43333333,22.55,52.98333333,54.33333333,53.31666667,84.56666667,49.05,43.71666667,85.4,29.35,83.4,73.31666667,136.3666667,16.05,31.6
6,11.9,9.333333333,10.21666667,11.25,16.91666667,0,54.28333333,76.76666667,55.3,179.1833333,159.4833333,43.86666667,13.7,22.88333333,36.35,9.5,61.33333333,61.81666667,61.88333333,93.15,57.31666667,51.2,93.16666667,37.93333333,91.08333333,80.98333333,144.0666667,18.85,39.1
7,60.76666667,59.06666667,59.05,60.11666667,65.78333333,54.5,0,24.38333333,1.3,126.8,107.1,62.9,56.78333333,37.18333333,22.43333333,47.86666667,91.33333333,106.2333333,53.63333333,76.98333333,87.4,95.6,40.11666667,67.7,117.7666667,105.7166667,137.5333333,63.26666667,83.5
8,81.86666667,80.18333333,80.16666667,81.21666667,86.88333333,75.61666667,23.35,0,23.43333333,104.2333333,84.53333333,75.68333333,77.9,58.28333333,43.55,68.96666667,112.45,127.3333333,74.73333333,92.91666667,108.5,116.7,56.06666667,88.8,135.3666667,124.0833333,153.4833333,84.36666667,104.6
9,61.75,60.06666667,60.05,61.1,66.76666667,55.48333333,1.3,24.46666667,0,126.9,107.2,63.9,57.78333333,38.16666667,23.43333333,48.85,92.33333333,107.2166667,54.61666667,77.06666667,88.38333333,96.58333333,40.21666667,68.68333333,118.75,106.7,137.6333333,64.25,84.48333333
10,182.8333333,181.15,181.1333333,182.1833333,187.85,176.5666667,124.3166667,101.5333333,124.4,0,21.75,176.7833333,178.8666667,159.25,144.5166667,169.9333333,213.4166667,228.3,175.7,193.8833333,209.4666667,217.6666667,157.0333333,189.7666667,236.3333333,225.05,254.45,185.3333333,205.5666667
11,163.2166667,161.5166667,161.5166667,162.5666667,168.2333333,156.95,104.6833333,81.91666667,104.7833333,21.76666667,0,157.1666667,159.2333333,139.6333333,124.9,150.3166667,193.7833333,208.6833333,156.0833333,174.2666667,189.85,198.05,137.4166667,170.15,216.7,205.4333333,234.8166667,165.7166667,185.95
12,49.43333333,47.73333333,41.38333333,48.78333333,54.43333333,43.16666667,61.33333333,75.68333333,62.35,179.0166667,159.3166667,0,33.18333333,29.56666667,43.41666667,36.53333333,82.35,94.88333333,81.06666667,112.3166667,78.41666667,84.26666667,100.2166667,58.71666667,112.7666667,102.6833333,164.1333333,51.91666667,72.16666667
13,18.43333333,17.03333333,8.85,17.78333333,23.45,13.66666667,55.35,77.83333333,56.36666667,180.25,160.55,33.13333333,0,23.95,37.43333333,11.55,63.98333333,64.48333333,64.55,95.8,59.98333333,53.85,94.23333333,40.58333333,93.73333333,83.65,146.7333333,21.51666667,41.75
14,28.35,26.65,26.65,27.7,33.36666667,22.08333333,37.38333333,59.88333333,38.4,162.3,142.6,29.53333333,24.36666667,0,19.46666667,15.45,54.61666667,73.8,53.33333333,84.58333333,50.68333333,63.18333333,76.26666667,30.98333333,85.03333333,74.95,136.4,30.85,51.08333333
15,42.85,41.16666667,41.15,42.2,47.86666667,36.6,20.81666667,43.3,21.83333333,145.7166667,126.0166667,45,38.88333333,19.26666667,0,29.95,73.43333333,88.31666667,46.03333333,86.7,69.48333333,77.68333333,59.7,49.78333333,103.8333333,93.75,145.6333333,45.35,65.58333333
