,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1,0,40.06666667,59.16666667,97.56666667,87.76666667,131.6166667,142.3666667,102.1,67.2,49.46666667,55.55,29.16666667,48.31666667,79.51666667,101.1833333,74.01666667,61.81666667,75.96666667,23.56666667,23.56666667,34.21666667,35.53333333,62.18333333,10.65,9.483333333,11.83333333,14.71666667
2,39,0,87.41666667,114.7333333,104.9333333,148.7833333,159.5333333,119.2666667,76.43333333,58.7,64.78333333,35.53333333,34.61666667,88.75,110.4166667,83.25,71.05,85.2,51.8,51.8,62.46666667,63.78333333,71.11666667,31.86666667,32,33.85,26.25
3,55.83333333,86.05,0,101.7666667,85.96666667,135.8166667,146.5666667,106.3,93.86666667,77.43333333,86.96666667,66.75,85.9,115.5666667,136.1,110.0666667,98.38333333,112.5333333,36.06666667,36.06666667,26.88333333,26.96666667,99.76666667,58.08333333,57.65,56.76666667,60.7
4,97.03333333,114.6166667,101.6166667,0,38.23333333,36.48333333,45.56666667,5.15,156.6666667,138.9166667,145,118.6333333,133.05,168.9833333,190.65,163.4833333,151.2666667,165.4166667,113.0166667,113.0166667,123.6833333,124.9666667,151.6333333,95.35,95.48333333,97.33333333,89.73333333
5,87.21666667,104.8166667,85.81666667,38.21666667,0,50.43333333,69.5,42.75,146.8666667,129.1166667,135.2,108.8166667,123.25,159.1833333,180.8333333,153.6833333,141.4666667,155.6166667,103.2166667,103.2166667,109.0666667,109.15,141.8333333,85.55,85.68333333,87.53333333,79.93333333
6,131.1333333,148.7166667,135.7166667,36.48333333,50.43333333,0,20.11666667,34.05,190.7666667,173.0166667,179.1,152.7333333,167.15,203.0833333,224.75,197.5833333,185.3666667,199.5166667,147.1166667,147.1166667,157.7833333,159.0666667,185.7333333,129.45,129.5833333,131.4333333,123.8333333
7,141.8833333,159.4833333,146.4666667,45.56666667,69.5,20.11666667,0,42.83333333,201.5166667,183.7833333,189.8666667,163.4833333,177.9166667,213.8333333,235.5,208.3333333,196.1333333,210.2833333,157.8833333,157.8833333,168.5333333,169.8166667,196.5,140.2,140.35,142.2,134.6
8,101.5666667,119.15,106.15,5.133333333,42.76666667,34.06666667,42.83333333,0,161.2,143.45,149.5333333,123.1666667,137.5833333,173.5166667,195.1833333,168.0166667,155.8,169.95,117.55,117.55,128.2166667,129.5,156.1666667,99.88333333,100.0166667,101.8666667,94.26666667
9,66.06666667,76.55,93.68333333,156.8666667,147.0666667,190.9166667,201.6833333,161.4166667,0,19.15,16.5,45,66.51666667,32.26666667,53.41666667,25.18333333,38.61666667,42.53333333,69.98333333,69.98333333,67.48333333,68.8,59.7,67.65,67.21666667,63.6,68.13333333
10,48.38333333,58.86666667,77.48333333,139.1833333,129.3833333,173.2333333,183.9833333,143.7166667,19.36666667,0,10.13333333,27.31666667,48.83333333,38.73333333,59.26666667,33.23333333,21.53333333,35.68333333,52.3,52.3,51.28333333,53.13333333,42.01666667,49.96666667,49.53333333,45.91666667,50.45
11,55.45,65.91666667,87.01666667,146.25,136.45,180.3,191.05,150.7833333,16.71666667,10.11666667,0,34.38333333,55.88333333,29.68333333,50.25,24.18333333,23.56666667,32.93333333,59.36666667,59.36666667,60.81666667,62.66666667,49.08333333,57.01666667,56.6,52.98333333,57.51666667
12,28.86666667,35.7,68.4,119.25,109.45,153.3,164.05,123.7833333,45.01666667,27.26666667,33.36666667,0,25.66666667,57.33333333,79,51.83333333,39.63333333,53.78333333,32.78333333,32.78333333,43.45,44.76666667,36.68333333,30.26666667,29.85,26.4,30.76666667
13,47.93333333,34.63333333,87.45,133.0833333,123.2833333,167.1333333,177.9,137.6333333,65.95,48.2,54.3,25.05,0,78.26666667,99.93333333,72.76666667,60.56666667,74.71666667,51.85,51.85,62.5,63.81666667,60.63333333,49.31666667,48.9,45.46666667,44.61666667
14,78.9,89.36666667,116.1,169.7,159.9,203.75,214.5,174.2333333,32.33333333,39.21666667,31.21666667,57.83333333,79.33333333,0,22.28333333,20.76666667,38.91666667,39.76666667,82.81666667,82.81666667,89.91666667,91.75,67.35,80.46666667,80.05,76.43333333,80.96666667
15,100.5833333,111.05,136.25,191.3833333,181.5833333,225.4333333,236.1833333,195.9166667,53.35,59.36666667,50.38333333,79.51666667,101.0166667,22.3,0,30.51666667,45.13333333,45.96666667,104.5,104.5,110.0666667,111.9,73.56666667,102.15,101.7333333,98.11666667,102.65
16,72.73333333,83.2,109.95,163.5333333,153.7333333,197.5833333,208.3333333,168.0666667,25.18333333,33.05,24.31666667,51.66666667,73.16666667,20.73333333,30.56666667,0,20.48333333,21.33333333,76.65,76.65,83.75,85.6,48.91666667,74.31666667,73.88333333,70.26666667,74.8
17,61.21666667,71.68333333,98.43333333,152.0166667,142.2166667,186.0666667,196.8166667,156.55,38.73333333,21.53333333,23.56666667,40.15,61.65,38.9,45.01666667,20.51666667,0,18.33333333,65.13333333,65.13333333,72.23333333,74.08333333,30.7,62.78333333,62.36666667,58.75,63.28333333
