,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.0,66.5,8.166666666666666,16.333333333333332,32.666666666666664,49.0,14.0,8.166666666666666,16.333333333333332,64.16666666666666,67.66666666666667,15.166666666666668,61.83333333333333,42.0,37.333333333333336,60.66666666666667,29.166666666666668,15.166666666666668
2,66.5,0.0,72.33333333333334,77.0,86.33333333333334,21.0,65.33333333333333,61.83333333333333,78.16666666666667,35.0,7.0,78.16666666666667,114.33333333333333,67.66666666666667,84.0,107.33333333333334,49.0,78.16666666666667
3,8.166666666666666,72.33333333333334,0.0,16.333333333333332,37.333333333333336,57.166666666666664,18.666666666666668,15.166666666666668,8.166666666666666,71.16666666666666,74.66666666666667,7.0,64.16666666666666,43.16666666666667,40.833333333333336,65.33333333333333,36.16666666666667,7.0
4,16.333333333333332,77.0,16.333333333333332,0.0,26.833333333333336,58.333333333333336,22.166666666666664,19.833333333333332,14.0,73.5,77.0,14.0,57.166666666666664,37.333333333333336,40.833333333333336,64.16666666666666,37.333333333333336,14.0
5,32.666666666666664,86.33333333333334,37.333333333333336,26.833333333333336,0.0,68.83333333333333,29.166666666666668,35.0,31.5,84.0,87.5,31.5,37.333333333333336,45.5,54.833333333333336,79.33333333333333,47.833333333333336,31.5
6,49.0,21.0,57.166666666666664,58.333333333333336,68.83333333333333,0.0,46.666666666666664,43.16666666666667,59.5,36.16666666666667,29.166666666666668,59.5,95.66666666666667,46.666666666666664,65.33333333333333,89.83333333333334,31.5,59.5
7,14.0,65.33333333333333,18.666666666666668,22.166666666666664,29.166666666666668,46.666666666666664,0.0,14.0,17.5,65.33333333333333,68.83333333333333,16.333333333333332,60.66666666666667,40.833333333333336,37.333333333333336,61.83333333333333,30.333333333333336,16.333333333333332
8,8.166666666666666,61.83333333333333,15.166666666666668,19.833333333333332,35.0,43.16666666666667,14.0,0.0,18.666666666666668,60.66666666666667,64.16666666666666,17.5,64.16666666666666,44.33333333333333,33.833333333333336,58.333333333333336,25.666666666666664,17.5
9,16.333333333333332,78.16666666666667,8.166666666666666,14.0,31.5,59.5,17.5,18.666666666666668,0.0,74.66666666666667,78.16666666666667,4.666666666666667,63.0,40.833333333333336,42.0,66.5,39.666666666666664,4.666666666666667
10,64.16666666666666,35.0,71.16666666666666,73.5,84.0,36.16666666666667,65.33333333333333,60.66666666666667,74.66666666666667,0.0,30.333333333333336,74.66666666666667,103.83333333333334,43.16666666666667,80.5,103.83333333333334,57.166666666666664,74.66666666666667
11,67.66666666666667,7.0,74.66666666666667,77.0,87.5,29.166666666666668,68.83333333333333,64.16666666666666,78.16666666666667,30.333333333333336,0.0,78.16666666666667,115.5,66.5,84.0,108.5,57.166666666666664,78.16666666666667
12,15.166666666666668,78.16666666666667,7.0,14.0,31.5,59.5,16.333333333333332,17.5,4.666666666666667,74.66666666666667,78.16666666666667,0.0,60.66666666666667,39.666666666666664,43.16666666666667,67.66666666666667,40.833333333333336,0.0
13,61.83333333333333,114.33333333333333,64.16666666666666,57.166666666666664,37.333333333333336,95.66666666666667,60.66666666666667,64.16666666666666,63.0,103.83333333333334,115.5,60.66666666666667,0.0,64.16666666666666,84.0,108.5,77.0,59.5
14,42.0,67.66666666666667,43.16666666666667,37.333333333333336,45.5,46.666666666666664,40.833333333333336,44.33333333333333,40.833333333333336,43.16666666666667,66.5,39.666666666666664,64.16666666666666,0.0,65.33333333333333,88.66666666666666,59.5,39.666666666666664
15,37.333333333333336,84.0,40.833333333333336,40.833333333333336,54.833333333333336,65.33333333333333,37.333333333333336,33.833333333333336,42.0,80.5,84.0,43.16666666666667,84.0,65.33333333333333,0.0,32.666666666666664,45.5,44.33333333333333
16,60.66666666666667,107.33333333333334,65.33333333333333,64.16666666666666,79.33333333333333,89.83333333333334,61.83333333333333,58.333333333333336,66.5,103.83333333333334,108.5,67.66666666666667,108.5,88.66666666666666,32.666666666666664,0.0,70.0,68.83333333333333
17,29.166666666666668,49.0,36.16666666666667,37.333333333333336,47.833333333333336,31.5,30.333333333333336,25.666666666666664,39.666666666666664,57.166666666666664,57.166666666666664,40.833333333333336,77.0,59.5,45.5,70.0,0.0,39.666666666666664
18,15.166666666666668,78.16666666666667,7.0,14.0,31.5,59.5,16.333333333333332,17.5,4.666666666666667,74.66666666666667,78.16666666666667,0.0,59.5,39.666666666666664,44.33333333333333,68.83333333333333,39.666666666666664,0.0
