,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1,0.0,2.3333333333333335,135.33333333333334,158.66666666666666,88.66666666666666,32.666666666666664,148.16666666666666,109.66666666666667,131.83333333333334,16.333333333333332,102.66666666666666,137.66666666666666,158.66666666666666,54.833333333333336,113.16666666666667,19.833333333333332,21.0,88.66666666666666
2,2.3333333333333335,0.0,137.66666666666666,158.66666666666666,88.66666666666666,32.666666666666664,149.33333333333334,110.83333333333333,131.83333333333334,16.333333333333332,102.66666666666666,137.66666666666666,161.0,56.0,113.16666666666667,21.0,22.166666666666664,88.66666666666666
3,135.33333333333334,137.66666666666666,0.0,81.66666666666667,63.0,156.33333333333334,18.666666666666668,59.5,53.66666666666667,140.0,87.5,60.66666666666667,22.166666666666664,101.5,28.0,124.83333333333334,147.0,52.5
4,158.66666666666666,158.66666666666666,81.66666666666667,0.0,82.83333333333333,176.16666666666666,89.83333333333334,79.33333333333333,26.833333333333336,159.83333333333331,108.5,50.166666666666664,101.5,121.33333333333334,53.66666666666667,157.5,176.16666666666666,113.16666666666667
5,88.66666666666666,88.66666666666666,63.0,82.83333333333333,0.0,107.33333333333334,72.33333333333334,33.833333333333336,56.0,89.83333333333334,24.5,61.83333333333333,84.0,52.5,37.333333333333336,87.5,107.33333333333334,95.66666666666667
6,32.666666666666664,32.666666666666664,156.33333333333334,176.16666666666666,107.33333333333334,0.0,168.0,129.5,150.5,18.666666666666668,122.5,156.33333333333334,179.66666666666669,80.5,131.83333333333334,49.0,53.66666666666667,117.83333333333333
7,148.16666666666666,149.33333333333334,18.666666666666668,89.83333333333334,72.33333333333334,168.0,0.0,70.0,65.33333333333333,150.5,99.16666666666667,71.16666666666666,23.333333333333332,112.0,39.666666666666664,143.5,165.66666666666666,71.16666666666666
8,109.66666666666667,110.83333333333333,59.5,79.33333333333333,33.833333333333336,129.5,70.0,0.0,52.5,112.0,37.333333333333336,58.333333333333336,80.5,73.5,33.833333333333336,109.66666666666667,129.5,92.16666666666667
9,131.83333333333334,131.83333333333334,53.66666666666667,26.833333333333336,56.0,150.5,65.33333333333333,52.5,0.0,133.0,80.5,22.166666666666664,74.66666666666667,94.5,26.833333333333336,130.66666666666666,149.33333333333334,86.33333333333334
10,16.333333333333332,16.333333333333332,140.0,159.83333333333331,89.83333333333334,18.666666666666668,150.5,112.0,133.0,0.0,103.83333333333334,138.83333333333334,161.0,61.83333333333333,114.33333333333333,30.333333333333336,35.0,99.16666666666667
11,102.66666666666666,102.66666666666666,87.5,108.5,24.5,122.5,99.16666666666667,37.333333333333336,80.5,103.83333333333334,0.0,86.33333333333334,109.66666666666667,66.5,61.83333333333333,102.66666666666666,121.33333333333334,116.66666666666667
12,137.66666666666666,137.66666666666666,60.66666666666667,50.166666666666664,61.83333333333333,156.33333333333334,71.16666666666666,58.333333333333336,22.166666666666664,138.83333333333334,86.33333333333334,0.0,80.5,100.33333333333333,32.666666666666664,136.5,155.16666666666669,92.16666666666667
13,158.66666666666666,161.0,22.166666666666664,101.5,84.0,179.66666666666669,23.333333333333332,80.5,74.66666666666667,161.0,109.66666666666667,80.5,0.0,124.83333333333334,51.33333333333333,148.16666666666666,170.33333333333331,75.83333333333333
14,54.833333333333336,56.0,101.5,121.33333333333334,52.5,80.5,112.0,73.5,94.5,61.83333333333333,66.5,100.33333333333333,124.83333333333334,0.0,79.33333333333333,45.5,66.5,58.333333333333336
15,113.16666666666667,113.16666666666667,28.0,53.66666666666667,37.333333333333336,131.83333333333334,39.666666666666664,33.833333333333336,26.833333333333336,114.33333333333333,61.83333333333333,32.666666666666664,51.33333333333333,79.33333333333333,0.0,112.0,130.66666666666666,63.0
16,19.833333333333332,21.0,124.83333333333334,157.5,87.5,49.0,143.5,109.66666666666667,130.66666666666666,30.333333333333336,102.66666666666666,136.5,148.16666666666666,45.5,112.0,0.0,32.666666666666664,77.0
17,21.0,22.166666666666664,147.0,176.16666666666666,107.33333333333334,53.66666666666667,165.66666666666666,129.5,149.33333333333334,35.0,121.33333333333334,155.16666666666669,170.33333333333331,66.5,130.66666666666666,32.666666666666664,0.0,99.16666666666667
18,88.66666666666666,88.66666666666666,52.5,113.16666666666667,95.66666666666667,117.83333333333333,71.16666666666666,92.16666666666667,86.33333333333334,99.16666666666667,116.66666666666667,92.16666666666667,75.83333333333333,58.333333333333336,63.0,77.0,99.16666666666667,0.0
