,1,2,3,4,5,6,7,8,9,10,11,12,13
1,0.0,9.333333333333334,17.5,38.5,3.5,16.333333333333332,21.0,9.333333333333334,3.5,22.166666666666664,8.166666666666666,35.0,12.833333333333332
2,9.333333333333334,0.0,10.5,35.0,10.5,17.5,17.5,11.666666666666666,10.5,17.5,15.166666666666668,37.333333333333336,15.166666666666668
3,17.5,10.5,0.0,37.333333333333336,16.333333333333332,23.333333333333332,21.0,16.333333333333332,16.333333333333332,18.666666666666668,18.666666666666668,42.0,18.666666666666668
4,38.5,35.0,37.333333333333336,0.0,37.333333333333336,43.16666666666667,22.166666666666664,37.333333333333336,36.16666666666667,26.833333333333336,37.333333333333336,63.0,29.166666666666668
5,3.5,10.5,16.333333333333332,37.333333333333336,0.0,15.166666666666668,18.666666666666668,7.0,0.0,21.0,8.166666666666666,33.833333333333336,12.833333333333332
6,16.333333333333332,17.5,23.333333333333332,43.16666666666667,15.166666666666668,0.0,26.833333333333336,14.0,15.166666666666668,29.166666666666668,16.333333333333332,29.166666666666668,21.0
7,21.0,17.5,21.0,22.166666666666664,18.666666666666668,26.833333333333336,0.0,19.833333333333332,19.833333333333332,9.333333333333334,23.333333333333332,45.5,17.5
8,9.333333333333334,11.666666666666666,16.333333333333332,37.333333333333336,7.0,14.0,19.833333333333332,0.0,7.0,21.0,15.166666666666668,35.0,16.333333333333332
9,3.5,10.5,16.333333333333332,36.16666666666667,0.0,15.166666666666668,19.833333333333332,7.0,0.0,21.0,8.166666666666666,33.833333333333336,12.833333333333332
10,22.166666666666664,17.5,18.666666666666668,26.833333333333336,21.0,29.166666666666668,9.333333333333334,21.0,21.0,0.0,25.666666666666664,47.833333333333336,21.0
11,8.166666666666666,15.166666666666668,18.666666666666668,37.333333333333336,8.166666666666666,16.333333333333332,23.333333333333332,15.166666666666668,8.166666666666666,25.666666666666664,0.0,35.0,11.666666666666666
12,35.0,37.333333333333336,42.0,63.0,33.833333333333336,29.166666666666668,45.5,35.0,33.833333333333336,47.833333333333336,35.0,0.0,38.5
13,12.833333333333332,15.166666666666668,18.666666666666668,29.166666666666668,12.833333333333332,21.0,17.5,16.333333333333332,12.833333333333332,21.0,11.666666666666666,38.5,0.0
